,game_id,fg_scored,fg_missed,turnover,personal_foul,violation,substitution,time_out,jump_ball,ejection,end_of_period,else,team_name_away,reb_away,pts_away,wl_away,ast_away,tov_away,pf_away,plus_minus_away,game_year,off_rebounds_away
6327,20500499,1,3,0,2,0,0,0,0,0,0,0,Orlando Magic,38.0,73.0,L,18.0,18.0,27.0,-17,2006,6
6328,20500500,4,2,0,1,0,0,0,0,0,0,0,Charlotte Hornets,37.0,86.0,L,15.0,16.0,26.0,-9,2006,7
6329,20500502,1,5,1,2,0,1,1,0,0,0,0,Atlanta Hawks,31.0,72.0,L,15.0,24.0,24.0,-31,2006,10
6330,20500503,3,0,1,3,0,0,0,0,0,0,0,Dallas Mavericks,37.0,115.0,L,18.0,13.0,26.0,-2,2006,7
6331,20500504,3,2,0,5,0,0,0,0,0,0,0,Milwaukee Bucks,38.0,88.0,L,17.0,16.0,24.0,-24,2006,10
6332,20500505,2,2,0,1,0,0,0,0,0,0,1,Chicago Bulls,34.0,93.0,L,28.0,14.0,33.0,-6,2006,5
6333,20500506,2,0,1,3,0,0,0,0,0,0,0,Sacramento Kings,43.0,88.0,W,17.0,11.0,16.0,8,2006,6
6334,20500509,3,0,1,1,0,0,0,0,0,0,0,Miami Heat,48.0,110.0,W,34.0,15.0,22.0,14,2006,5
6335,20500510,3,3,2,5,0,0,1,0,0,0,2,Detroit Pistons,56.0,83.0,W,25.0,11.0,17.0,15,2006,14
6336,20500511,5,7,0,2,0,0,0,0,0,0,1,Golden State Warriors,55.0,99.0,L,22.0,8.0,15.0,-13,2006,14
6337,20500512,3,1,0,0,0,0,2,0,0,0,1,Cleveland Cavaliers,29.0,98.0,L,25.0,14.0,18.0,-1,2006,6
6338,20500513,3,4,0,0,0,0,0,0,0,0,1,Washington Wizards,41.0,94.0,W,13.0,11.0,23.0,9,2006,7
6339,20500514,4,2,2,4,1,0,0,0,0,0,1,Atlanta Hawks,37.0,94.0,L,16.0,16.0,25.0,-11,2006,12
6340,20500515,2,3,5,2,0,0,1,0,0,1,1,Milwaukee Bucks,48.0,103.0,W,22.0,23.0,21.0,1,2006,14
6341,20500517,1,2,2,0,0,0,0,0,0,0,0,Brooklyn Nets,36.0,69.0,L,14.0,17.0,19.0,-12,2006,5
6342,20500518,2,4,1,2,0,0,0,0,0,0,0,Sacramento Kings,48.0,76.0,L,18.0,20.0,19.0,-14,2006,9
6343,20500519,3,5,0,0,0,0,0,0,0,0,0,Denver Nuggets,34.0,89.0,L,19.0,7.0,11.0,-14,2006,8
6344,20500520,3,6,1,3,0,0,0,0,0,1,0,Orlando Magic,40.0,108.0,L,22.0,9.0,18.0,-5,2006,14
6345,20500521,3,4,1,3,0,0,0,0,0,0,0,Miami Heat,47.0,117.0,W,24.0,15.0,25.0,13,2006,11
6346,20500522,3,3,0,1,0,0,1,0,0,0,0,Washington Wizards,38.0,114.0,W,19.0,13.0,22.0,8,2006,8
6347,20500524,1,4,1,2,0,0,0,0,0,0,0,Indiana Pacers,40.0,91.0,W,20.0,16.0,21.0,2,2006,8
6348,20500525,3,0,1,3,0,0,0,0,0,0,1,Denver Nuggets,42.0,100.0,W,18.0,17.0,28.0,7,2006,7
6349,20500526,3,4,2,0,0,0,0,1,0,0,0,New Orleans Pelicans,42.0,86.0,W,16.0,10.0,20.0,6,2006,9
6350,20500527,2,4,3,2,0,0,0,0,0,0,0,Brooklyn Nets,39.0,77.0,L,16.0,25.0,29.0,-33,2006,11
6351,20500528,1,2,0,0,0,0,1,0,0,0,0,Memphis Grizzlies,36.0,79.0,L,13.0,13.0,17.0,-1,2006,4
6352,20500529,6,2,1,1,0,1,3,0,0,0,2,Miami Heat,50.0,100.0,W,20.0,16.0,19.0,6,2006,13
6353,20500530,3,2,0,3,1,0,0,0,0,0,2,Cleveland Cavaliers,44.0,106.0,L,22.0,11.0,13.0,-9,2006,8
6354,20500534,4,2,2,3,0,0,0,0,0,0,0,Orlando Magic,42.0,100.0,L,16.0,10.0,25.0,-4,2006,11
6355,20500535,1,5,0,1,0,0,0,0,0,0,0,Cleveland Cavaliers,32.0,87.0,L,19.0,9.0,24.0,-2,2006,7
6356,20500537,5,5,1,2,0,0,0,0,0,0,0,Philadelphia 76ers,40.0,76.0,L,18.0,15.0,22.0,-28,2006,13
6357,20500539,1,1,1,4,0,0,0,0,0,0,0,Houston Rockets,28.0,83.0,L,14.0,20.0,19.0,-11,2006,7
6358,20500540,4,0,1,3,0,0,0,0,0,0,0,Denver Nuggets,37.0,97.0,W,17.0,10.0,17.0,3,2006,8
6359,20500541,1,2,0,1,0,0,0,0,0,0,0,Indiana Pacers,34.0,92.0,L,19.0,14.0,31.0,-5,2006,4
6360,20500542,2,0,4,1,0,0,0,0,0,1,0,Boston Celtics,39.0,84.0,L,19.0,18.0,24.0,-10,2006,8
6361,20500543,3,6,3,6,0,0,0,0,0,0,1,Utah Jazz,47.0,93.0,L,23.0,18.0,29.0,-9,2006,18
6362,20500544,5,1,1,3,0,0,0,0,0,0,1,Oklahoma City Thunder,40.0,93.0,L,20.0,17.0,21.0,-16,2006,10
6363,20500545,2,1,0,1,0,0,0,0,0,0,0,San Antonio Spurs,35.0,93.0,W,20.0,9.0,30.0,10,2006,4
6364,20500546,0,2,0,1,0,1,0,0,0,0,0,Milwaukee Bucks,31.0,95.0,L,21.0,18.0,26.0,-19,2006,3
6365,20500547,5,4,0,6,0,0,0,0,0,0,0,Miami Heat,44.0,92.0,L,22.0,7.0,24.0,-8,2006,15
6366,20500548,1,4,1,2,0,0,0,0,0,0,1,Toronto Raptors,32.0,98.0,L,13.0,15.0,21.0,-13,2006,8
6367,20500549,3,6,0,0,0,0,0,0,0,0,0,Phoenix Suns,42.0,90.0,L,20.0,13.0,21.0,-29,2006,9
6368,20500550,2,5,1,3,0,0,0,0,0,0,2,Brooklyn Nets,47.0,101.0,W,29.0,7.0,20.0,11,2006,11
6369,20500551,3,4,1,2,0,0,0,0,0,0,3,Detroit Pistons,48.0,117.0,W,32.0,13.0,19.0,28,2006,10
6370,20500552,3,2,1,0,0,0,1,0,0,0,1,Washington Wizards,34.0,98.0,L,16.0,10.0,24.0,-8,2006,7
6371,20500553,3,2,1,1,0,0,0,0,0,0,1,Charlotte Hornets,29.0,92.0,L,26.0,14.0,22.0,-6,2006,7
6372,20500554,8,3,1,1,0,1,0,0,0,0,0,Minnesota Timberwolves,45.0,96.0,L,20.0,8.0,22.0,-7,2006,13
6373,20500555,3,5,0,0,0,0,0,0,0,0,0,Memphis Grizzlies,39.0,79.0,L,19.0,12.0,20.0,-8,2006,8
6374,20500556,3,4,3,2,0,0,0,0,0,0,1,New York Knicks,44.0,104.0,L,17.0,23.0,34.0,-2,2006,12
6375,20500557,3,1,3,1,0,0,0,0,0,0,0,Dallas Mavericks,38.0,103.0,W,25.0,15.0,17.0,27,2006,8
6376,20500558,2,2,2,3,0,0,0,0,0,0,0,Milwaukee Bucks,39.0,92.0,L,17.0,14.0,26.0,-3,2006,9
6377,20500560,0,2,0,1,0,0,0,0,0,0,0,Toronto Raptors,28.0,94.0,L,19.0,18.0,23.0,-2,2006,3
6378,20500561,4,3,1,0,0,0,0,0,0,0,0,Phoenix Suns,35.0,112.0,W,32.0,9.0,20.0,10,2006,8
6379,20500562,5,6,1,2,0,0,0,0,0,0,0,Detroit Pistons,40.0,105.0,W,30.0,8.0,14.0,26,2006,14
6380,20500563,1,4,0,3,0,0,1,0,0,0,1,Los Angeles Lakers,51.0,109.0,L,24.0,15.0,29.0,-9,2006,9
6381,20500564,1,3,1,0,0,0,1,0,0,0,1,Memphis Grizzlies,43.0,86.0,L,22.0,14.0,28.0,-3,2006,6
6382,20500565,6,1,0,0,0,0,0,0,0,0,0,New Orleans Pelicans,34.0,99.0,L,22.0,12.0,20.0,-11,2006,7
6383,20500566,3,4,3,1,0,0,1,0,0,0,0,Milwaukee Bucks,46.0,118.0,W,15.0,17.0,23.0,16,2006,12
6384,20500568,3,1,2,2,0,0,0,0,0,0,2,Orlando Magic,48.0,104.0,W,24.0,16.0,27.0,11,2006,8
6385,20500569,1,2,0,4,0,0,0,0,0,0,0,San Antonio Spurs,38.0,101.0,W,15.0,14.0,24.0,7,2006,7
6386,20500570,1,2,1,2,0,0,0,0,0,0,0,Indiana Pacers,35.0,85.0,L,21.0,7.0,21.0,-5,2006,6
6387,20500571,4,3,3,1,0,0,1,0,0,0,0,Houston Rockets,53.0,109.0,W,25.0,15.0,26.0,1,2006,12
6388,20500572,7,6,1,3,0,0,0,0,0,0,0,Utah Jazz,44.0,83.0,L,22.0,17.0,28.0,-30,2006,17
6389,20500574,2,6,1,1,0,0,0,0,0,0,0,Dallas Mavericks,44.0,101.0,W,21.0,14.0,17.0,20,2006,10
6390,20500576,3,1,1,2,0,0,0,0,0,0,0,Toronto Raptors,38.0,121.0,W,20.0,8.0,16.0,8,2006,7
6391,20500577,2,6,1,2,0,0,0,0,0,0,0,Sacramento Kings,49.0,78.0,L,17.0,18.0,28.0,-5,2006,11
6392,20500578,2,2,0,2,0,0,0,0,0,0,0,New Orleans Pelicans,34.0,109.0,W,25.0,15.0,28.0,11,2006,6
6393,20500579,2,3,0,1,0,0,0,0,0,0,0,Boston Celtics,33.0,83.0,L,21.0,15.0,24.0,-20,2006,6
6394,20500580,4,2,1,3,0,0,0,0,0,0,2,Chicago Bulls,51.0,101.0,W,16.0,11.0,27.0,12,2006,10
6395,20500581,3,4,1,2,0,0,0,0,0,0,2,Charlotte Hornets,36.0,91.0,L,22.0,15.0,24.0,-10,2006,10
6396,20500582,0,3,1,1,0,0,0,0,0,0,0,Cleveland Cavaliers,38.0,108.0,W,14.0,18.0,22.0,18,2006,5
6397,20500583,1,2,0,2,0,0,0,0,0,0,2,Denver Nuggets,39.0,89.0,W,20.0,14.0,19.0,4,2006,5
6398,20500584,5,3,1,0,0,0,0,0,0,0,0,Memphis Grizzlies,41.0,93.0,W,23.0,13.0,22.0,11,2006,9
6399,20500586,0,0,0,2,0,0,0,0,0,0,0,Golden State Warriors,27.0,92.0,L,16.0,15.0,18.0,-13,2006,2
6400,20500587,6,4,0,2,0,0,0,1,0,0,0,Sacramento Kings,43.0,99.0,L,22.0,14.0,23.0,-20,2006,12
6401,20500590,3,5,1,3,0,0,1,0,0,0,2,Dallas Mavericks,45.0,95.0,W,15.0,13.0,20.0,6,2006,13
6402,20500591,1,0,1,0,0,0,0,0,0,0,0,Toronto Raptors,27.0,104.0,L,20.0,16.0,27.0,-18,2006,2
6403,20500592,3,3,0,1,0,0,0,0,0,0,1,Indiana Pacers,36.0,94.0,L,22.0,18.0,20.0,-10,2006,7
6404,20500593,3,3,0,2,0,0,0,0,0,0,0,New Orleans Pelicans,45.0,78.0,L,14.0,18.0,19.0,-13,2006,8
6405,20500595,3,1,2,1,0,0,0,0,0,0,0,Toronto Raptors,37.0,101.0,L,17.0,11.0,25.0,-6,2006,7
6406,20500596,1,3,2,2,0,0,0,0,0,0,2,Brooklyn Nets,43.0,78.0,L,17.0,12.0,24.0,-11,2006,8
6407,20500598,1,4,0,0,0,0,0,0,0,0,0,Sacramento Kings,34.0,103.0,L,24.0,17.0,23.0,-6,2006,5
6408,20500599,1,4,3,2,0,0,0,0,0,0,1,Phoenix Suns,44.0,102.0,L,27.0,9.0,23.0,-9,2006,10
6409,20500600,2,3,1,4,0,0,0,0,0,0,0,Indiana Pacers,50.0,66.0,L,15.0,18.0,23.0,-30,2006,10
6410,20500601,2,1,1,2,0,0,0,0,0,0,0,Memphis Grizzlies,30.0,82.0,L,15.0,17.0,32.0,-12,2006,6
6411,20500602,2,4,2,3,0,0,0,0,0,0,0,Detroit Pistons,47.0,107.0,W,27.0,14.0,16.0,24,2006,11
6412,20500603,3,2,0,1,0,0,0,0,0,0,2,Charlotte Hornets,34.0,76.0,L,19.0,13.0,14.0,-28,2006,6
6413,20500604,5,0,2,0,0,0,0,0,0,0,0,Chicago Bulls,40.0,104.0,W,28.0,14.0,22.0,16,2006,7
6414,20500605,3,5,0,1,0,0,0,0,0,0,0,Cleveland Cavaliers,42.0,106.0,W,18.0,13.0,21.0,9,2006,9
6415,20500607,3,3,0,4,0,0,1,0,0,0,0,Sacramento Kings,48.0,106.0,W,18.0,9.0,21.0,4,2006,11
6416,20500608,5,4,0,0,0,0,0,0,0,0,0,Milwaukee Bucks,41.0,102.0,L,21.0,22.0,25.0,-4,2006,9
6417,20500609,2,4,1,7,0,0,0,0,0,0,0,San Antonio Spurs,50.0,84.0,W,12.0,7.0,24.0,16,2006,14
6418,20500610,0,2,0,2,0,0,0,0,0,0,0,Charlotte Hornets,34.0,78.0,L,18.0,18.0,23.0,-24,2006,4
6419,20500611,3,3,0,2,0,0,1,0,0,0,0,Minnesota Timberwolves,34.0,87.0,L,19.0,9.0,17.0,-20,2006,9
6420,20500612,4,2,0,2,0,0,1,0,0,0,1,Oklahoma City Thunder,42.0,113.0,W,22.0,8.0,25.0,19,2006,9
6421,20500613,6,4,1,2,0,0,1,0,0,0,1,Denver Nuggets,37.0,97.0,W,17.0,14.0,14.0,3,2006,14
6422,20500614,1,1,0,2,0,0,0,0,0,0,1,Brooklyn Nets,37.0,77.0,L,20.0,14.0,19.0,-13,2006,4
6423,20500615,3,8,0,3,0,0,0,0,0,0,1,Dallas Mavericks,50.0,102.0,W,20.0,9.0,24.0,9,2006,14
6424,20500617,2,1,2,2,0,1,0,0,0,0,0,Phoenix Suns,43.0,107.0,W,24.0,14.0,21.0,9,2006,7
6425,20500618,5,4,1,3,0,0,0,0,0,0,2,Dallas Mavericks,44.0,104.0,W,20.0,9.0,21.0,7,2006,13
6426,20500619,0,3,1,2,0,0,0,0,0,0,0,Phoenix Suns,41.0,110.0,W,22.0,11.0,13.0,4,2006,6
6427,20500620,4,2,1,1,0,0,0,0,0,0,0,Cleveland Cavaliers,36.0,93.0,W,16.0,14.0,14.0,4,2006,8
6428,20500621,0,4,2,2,0,0,0,0,0,0,0,Sacramento Kings,31.0,74.0,L,16.0,16.0,18.0,-10,2006,8
6429,20500622,4,4,1,2,0,0,1,0,0,0,0,Orlando Magic,39.0,94.0,L,15.0,22.0,32.0,-3,2006,12
6430,20500623,5,2,1,1,0,0,0,0,0,0,1,Miami Heat,42.0,91.0,W,21.0,14.0,16.0,6,2006,9
6431,20500624,4,6,0,1,0,0,0,0,0,0,0,Memphis Grizzlies,31.0,89.0,L,15.0,16.0,28.0,-6,2006,11
6432,20500625,4,3,1,2,0,0,0,0,0,0,0,Utah Jazz,48.0,82.0,W,15.0,16.0,24.0,6,2006,10
6433,20500626,5,7,2,1,0,0,2,0,0,0,4,Washington Wizards,53.0,79.0,L,13.0,17.0,26.0,-11,2006,17
6434,20500627,1,3,1,2,0,0,0,0,0,1,1,Toronto Raptors,35.0,87.0,L,21.0,14.0,20.0,-21,2006,8
6435,20500629,3,4,1,1,0,0,0,0,0,0,1,Minnesota Timberwolves,46.0,96.0,W,19.0,20.0,21.0,4,2006,9
6436,20500630,4,2,2,2,0,0,0,0,0,0,1,Brooklyn Nets,35.0,83.0,L,21.0,17.0,18.0,-5,2006,10
6437,20500632,0,4,1,1,0,0,0,0,0,0,0,Charlotte Hornets,35.0,97.0,L,21.0,7.0,32.0,-10,2006,6
6438,20500633,1,1,1,1,0,0,0,0,0,1,1,New York Knicks,37.0,76.0,L,13.0,18.0,22.0,-15,2006,5
6439,20500634,1,3,0,1,0,0,0,0,0,0,1,New Orleans Pelicans,43.0,95.0,W,19.0,9.0,22.0,9,2006,5
6440,20500635,3,4,0,4,0,0,0,0,0,1,1,Atlanta Hawks,40.0,99.0,L,16.0,17.0,24.0,-12,2006,12
6441,20500636,1,2,0,2,0,0,1,0,0,0,4,Minnesota Timberwolves,36.0,88.0,L,12.0,16.0,23.0,-14,2006,6
6442,20500637,4,6,1,3,0,0,0,0,0,0,1,Utah Jazz,33.0,89.0,L,15.0,17.0,27.0,-14,2006,14
6443,20500638,7,2,0,3,0,0,0,0,0,0,1,Brooklyn Nets,38.0,104.0,L,19.0,12.0,26.0,-9,2006,12
6444,20500639,2,1,0,0,0,0,0,0,0,0,1,Denver Nuggets,31.0,79.0,L,20.0,20.0,17.0,-33,2006,3
6445,20500640,0,3,1,3,0,0,0,0,0,0,1,Portland Trail Blazers,34.0,83.0,L,18.0,14.0,31.0,-15,2006,7
6446,20500641,3,2,1,0,0,0,0,0,0,0,0,Sacramento Kings,51.0,123.0,L,16.0,20.0,25.0,-1,2006,6
6447,20500642,1,2,0,1,0,0,0,0,0,0,0,Phoenix Suns,31.0,106.0,L,22.0,11.0,24.0,-7,2006,4
6448,20500643,6,0,1,0,0,0,2,0,0,0,1,Boston Celtics,49.0,79.0,L,19.0,15.0,22.0,-4,2006,9
6449,20500644,2,3,0,4,0,0,0,0,0,0,0,Miami Heat,45.0,101.0,W,23.0,12.0,20.0,6,2006,9
6450,20500645,4,5,1,0,0,0,0,0,0,0,0,Philadelphia 76ers,37.0,89.0,W,21.0,10.0,18.0,8,2006,10
6451,20500646,6,2,1,1,0,0,0,0,0,0,0,Los Angeles Lakers,46.0,93.0,L,14.0,17.0,28.0,-9,2006,10
6452,20500647,1,3,0,4,0,0,1,0,0,0,0,New York Knicks,34.0,101.0,L,21.0,23.0,29.0,-19,2006,9
6453,20500648,2,4,1,1,0,0,0,0,0,0,0,Cleveland Cavaliers,47.0,103.0,W,24.0,21.0,23.0,12,2006,8
6454,20500649,1,1,1,1,0,0,0,0,0,0,2,Los Angeles Clippers,31.0,114.0,L,23.0,14.0,29.0,-4,2006,4
6455,20500650,5,7,1,0,0,0,0,0,0,0,0,Houston Rockets,45.0,77.0,L,20.0,16.0,22.0,-9,2006,13
6456,20500651,3,2,1,3,0,0,0,0,0,0,0,Milwaukee Bucks,32.0,93.0,L,14.0,13.0,21.0,-1,2006,9
6457,20500652,5,3,1,2,0,0,0,0,0,0,0,Boston Celtics,35.0,85.0,L,13.0,17.0,26.0,-25,2006,11
6458,20500653,4,0,2,2,0,0,0,0,0,0,0,San Antonio Spurs,41.0,79.0,W,15.0,15.0,26.0,9,2006,8
6459,20500654,9,3,1,4,0,0,0,0,0,0,0,Portland Trail Blazers,47.0,116.0,W,24.0,14.0,24.0,5,2006,17
6460,20500655,3,3,1,0,0,0,0,0,0,0,0,Phoenix Suns,37.0,123.0,W,32.0,10.0,22.0,24,2006,7
6461,20500656,5,3,1,1,0,0,0,0,0,0,0,Indiana Pacers,46.0,79.0,L,17.0,16.0,25.0,-5,2006,10
6462,20500657,4,7,0,1,0,0,0,0,0,0,0,Detroit Pistons,40.0,84.0,L,19.0,14.0,19.0,-7,2006,12
6463,20500658,4,4,1,2,0,0,0,0,0,1,0,Los Angeles Lakers,46.0,130.0,W,22.0,14.0,20.0,33,2006,12
6464,20500659,4,7,3,1,0,0,0,0,0,0,0,Chicago Bulls,50.0,94.0,L,16.0,14.0,28.0,-4,2006,15
6465,20500660,3,5,0,1,0,0,0,0,0,0,0,Denver Nuggets,42.0,91.0,L,17.0,13.0,25.0,-7,2006,9
6466,20500661,4,2,2,0,0,0,0,0,0,0,0,Washington Wizards,33.0,112.0,L,26.0,11.0,21.0,-5,2006,8
6467,20500662,2,0,0,1,0,0,0,0,0,0,1,Los Angeles Clippers,38.0,106.0,W,14.0,12.0,30.0,12,2006,3
6468,20500663,2,1,0,0,0,0,0,0,0,0,0,Brooklyn Nets,33.0,85.0,L,17.0,7.0,22.0,-6,2006,3
6469,20500664,1,5,0,5,0,0,0,0,0,1,1,Los Angeles Lakers,43.0,79.0,L,11.0,10.0,22.0,-26,2006,12
6470,20500665,4,2,2,0,0,1,0,0,0,0,0,Phoenix Suns,38.0,102.0,W,26.0,16.0,18.0,8,2006,8
6471,20500666,0,2,3,2,0,0,0,0,0,0,1,Atlanta Hawks,46.0,102.0,W,19.0,19.0,16.0,10,2006,7
6472,20500667,3,2,1,2,0,0,0,0,0,0,0,Minnesota Timberwolves,33.0,74.0,L,16.0,18.0,18.0,-16,2006,8
6473,20500668,1,3,0,6,0,0,0,0,0,0,0,Dallas Mavericks,45.0,81.0,W,13.0,14.0,26.0,1,2006,10
6474,20500670,3,2,0,1,0,0,0,0,0,0,0,Milwaukee Bucks,38.0,84.0,L,17.0,11.0,19.0,-2,2006,6
6475,20500672,1,7,1,2,0,0,0,0,0,0,0,San Antonio Spurs,51.0,86.0,W,13.0,9.0,21.0,4,2006,11
6476,20500673,2,5,1,1,0,0,1,0,0,1,0,Golden State Warriors,40.0,107.0,L,21.0,14.0,25.0,-4,2006,11
6477,20500674,0,3,2,0,0,1,0,0,0,0,1,Cleveland Cavaliers,39.0,73.0,L,14.0,13.0,15.0,-28,2006,5
6478,20500675,2,2,1,2,0,0,0,0,0,0,0,San Antonio Spurs,40.0,89.0,W,24.0,15.0,22.0,3,2006,7
6479,20500676,4,1,0,0,0,1,0,0,0,0,0,New York Knicks,34.0,90.0,L,20.0,21.0,27.0,-14,2006,5
6480,20500678,0,1,0,1,0,0,0,0,0,0,0,Los Angeles Clippers,41.0,98.0,W,25.0,12.0,14.0,17,2006,2
6481,20500680,4,4,1,2,0,0,1,0,0,1,0,Detroit Pistons,36.0,87.0,W,28.0,7.0,12.0,7,2006,13
6482,20500681,4,2,0,1,0,0,0,0,0,0,0,Oklahoma City Thunder,40.0,77.0,L,12.0,20.0,16.0,-23,2006,7
6483,20500684,3,1,0,2,0,0,0,0,0,0,0,Miami Heat,37.0,92.0,L,22.0,14.0,20.0,-13,2006,6
6484,20500685,3,8,1,7,0,0,0,0,0,0,0,Atlanta Hawks,52.0,85.0,L,14.0,19.0,25.0,-13,2006,19
6485,20500686,4,2,1,1,0,0,0,0,0,0,2,Boston Celtics,33.0,91.0,L,15.0,12.0,25.0,-9,2006,8
6486,20500687,3,2,0,2,0,0,0,0,0,0,0,Philadelphia 76ers,34.0,100.0,W,19.0,14.0,20.0,5,2006,7
6487,20500688,3,4,0,2,0,0,0,0,0,0,1,Detroit Pistons,44.0,85.0,L,19.0,9.0,17.0,-8,2006,9
6488,20500689,3,5,2,1,0,0,0,0,0,0,0,Los Angeles Lakers,40.0,90.0,L,21.0,17.0,19.0,-16,2006,11
6489,20500690,0,1,1,1,0,0,0,1,0,0,2,Memphis Grizzlies,40.0,78.0,L,19.0,17.0,29.0,-10,2006,3
6490,20500691,2,2,0,0,0,0,1,0,0,0,1,Oklahoma City Thunder,37.0,91.0,L,9.0,16.0,24.0,-19,2006,5
6491,20500692,3,4,0,2,0,0,0,0,0,0,0,Portland Trail Blazers,41.0,104.0,L,27.0,21.0,33.0,-1,2006,9
6492,20500693,1,3,2,2,0,0,0,0,0,0,1,Chicago Bulls,44.0,101.0,L,18.0,12.0,17.0,-17,2006,8
6493,20500694,3,5,1,1,0,0,0,0,0,0,1,Minnesota Timberwolves,39.0,77.0,L,18.0,18.0,27.0,-32,2006,10
6494,20500695,2,1,1,3,0,0,1,0,0,0,0,Houston Rockets,43.0,93.0,W,22.0,9.0,18.0,4,2006,8
6495,20500696,5,4,0,5,0,0,0,0,0,0,0,Los Angeles Clippers,46.0,115.0,W,26.0,13.0,27.0,2,2006,14
6496,20500698,0,2,0,1,0,0,0,0,0,0,1,Houston Rockets,35.0,87.0,W,27.0,14.0,25.0,6,2006,3
6497,20500699,3,2,1,0,0,0,0,0,0,0,0,Orlando Magic,38.0,82.0,L,21.0,18.0,22.0,-12,2006,6
6498,20500700,1,4,0,0,0,0,0,0,0,0,0,New Orleans Pelicans,35.0,91.0,L,22.0,9.0,24.0,-8,2006,5
6499,20500701,1,7,1,1,0,0,0,0,0,0,3,Oklahoma City Thunder,37.0,106.0,L,21.0,19.0,29.0,-13,2006,10
6500,20500703,2,5,1,2,0,0,0,0,0,0,0,Chicago Bulls,37.0,107.0,L,20.0,13.0,34.0,-2,2006,10
6501,20500704,0,3,3,1,0,0,0,0,0,0,0,Minnesota Timberwolves,39.0,103.0,W,20.0,24.0,25.0,2,2006,7
6502,20500705,3,5,0,0,0,0,1,0,0,0,0,Denver Nuggets,40.0,114.0,L,29.0,17.0,28.0,-8,2006,9
6503,20500706,2,1,1,1,0,0,0,0,0,0,2,Detroit Pistons,30.0,98.0,L,21.0,11.0,19.0,-1,2006,5
6504,20500707,1,11,3,1,0,0,0,1,0,0,1,Milwaukee Bucks,45.0,86.0,L,18.0,12.0,14.0,-3,2006,16
6505,20500708,6,1,0,2,0,0,0,0,0,0,0,Los Angeles Clippers,46.0,85.0,W,19.0,20.0,25.0,3,2006,9
6506,20500709,0,5,1,2,0,0,1,0,0,0,0,Los Angeles Lakers,35.0,87.0,L,18.0,11.0,28.0,-15,2006,9
6507,20500710,2,9,1,1,0,0,1,0,0,0,0,Memphis Grizzlies,37.0,96.0,L,24.0,8.0,19.0,-8,2006,14
6508,20500711,4,1,0,1,0,0,0,0,0,0,0,San Antonio Spurs,32.0,125.0,W,27.0,11.0,30.0,7,2006,6
6509,20500712,5,1,2,1,0,0,0,0,0,0,0,Golden State Warriors,35.0,124.0,L,25.0,17.0,41.0,-5,2006,9
6510,20500713,3,3,2,3,0,0,0,0,0,0,2,Portland Trail Blazers,38.0,69.0,L,8.0,14.0,17.0,-32,2006,11
6511,20500714,7,2,0,2,0,0,0,0,0,0,0,New York Knicks,38.0,83.0,L,17.0,21.0,30.0,-13,2006,11
6512,20500715,2,2,1,2,0,0,0,0,0,0,1,Philadelphia 76ers,41.0,92.0,L,25.0,18.0,19.0,-8,2006,7
6513,20500716,4,4,1,2,0,0,0,0,0,0,0,Los Angeles Clippers,41.0,87.0,L,18.0,11.0,27.0,-10,2006,11
6514,20500717,1,3,0,3,0,0,1,0,0,0,2,Orlando Magic,47.0,89.0,L,18.0,21.0,28.0,-5,2006,8
6515,20500718,7,3,0,1,0,0,0,0,0,0,0,Oklahoma City Thunder,37.0,102.0,L,22.0,12.0,26.0,-7,2006,11
6516,20500719,4,4,1,3,0,1,0,0,0,0,1,Cleveland Cavaliers,51.0,97.0,W,13.0,9.0,21.0,6,2006,12
6517,20500720,3,5,2,1,0,1,0,0,0,0,1,Los Angeles Lakers,48.0,89.0,W,23.0,11.0,10.0,11,2006,11
6518,20500722,2,6,1,3,0,0,0,0,0,0,2,Chicago Bulls,49.0,110.0,W,27.0,18.0,29.0,3,2006,12
6519,20500723,1,0,2,0,0,0,0,0,0,0,0,Miami Heat,28.0,76.0,L,19.0,19.0,18.0,-36,2006,3
6520,20500724,3,5,1,3,0,0,0,0,0,0,2,Chicago Bulls,51.0,80.0,L,17.0,18.0,21.0,-18,2006,12
6521,20500726,0,4,0,3,0,0,0,0,0,0,1,Detroit Pistons,40.0,84.0,W,26.0,11.0,14.0,11,2006,7
6522,20500727,2,1,1,1,0,0,0,0,0,0,0,Portland Trail Blazers,22.0,83.0,L,20.0,20.0,29.0,-32,2006,5
6523,20500728,4,6,0,1,0,0,1,0,0,0,0,San Antonio Spurs,40.0,83.0,W,23.0,16.0,15.0,10,2006,12
6524,20500729,1,1,1,2,0,0,0,0,0,1,0,Toronto Raptors,41.0,88.0,W,19.0,23.0,25.0,15,2006,6
6525,20500730,3,7,1,0,0,0,0,0,0,1,2,Golden State Warriors,45.0,95.0,L,17.0,15.0,26.0,-12,2006,12
6526,20500731,8,3,0,2,0,0,0,0,0,0,0,New York Knicks,42.0,100.0,L,16.0,11.0,32.0,-11,2006,13
6527,20500732,6,3,2,4,0,0,1,0,0,0,1,Utah Jazz,46.0,94.0,W,18.0,10.0,17.0,14,2006,16
6528,20500733,3,2,0,1,0,0,1,0,0,0,1,Sacramento Kings,40.0,104.0,L,16.0,15.0,23.0,-8,2006,7
6529,20500734,3,2,0,1,0,0,0,0,0,0,0,Dallas Mavericks,36.0,104.0,L,28.0,24.0,21.0,-9,2006,6
